Name,Library,Family,Class,Time
Procgen/caveflyer-exploration111,misc,ProcGen,,0.03293286
Procgen/caveflyer-hard000,misc,ProcGen,,0.0455651253
Procgen/caveflyer-hard111,misc,ProcGen,,0.0324710186
Procgen/caveflyer-memory000,misc,ProcGen,,0.1104173498
Procgen/caveflyer-memory111,misc,ProcGen,,0.1088570808
Procgen/chaser-easy000,misc,ProcGen,,0.0267211187
Procgen/chaser-easy111,misc,ProcGen,,0.0249122915
Procgen/chaser-extreme000,misc,ProcGen,,0.0440581174
Procgen/chaser-extreme111,misc,ProcGen,,0.0373906748
Procgen/chaser-hard000,misc,ProcGen,,0.0296624045
Procgen/chaser-hard111,misc,ProcGen,,0.0266241486
Procgen/climber-easy000,misc,ProcGen,,0.0274305106
Procgen/climber-easy111,misc,ProcGen,,0.0249587066
Procgen/climber-exploration000,misc,ProcGen,,0.0380414306
Procgen/climber-exploration111,misc,ProcGen,,0.0306543685
Procgen/climber-hard000,misc,ProcGen,,0.032197648
Procgen/climber-hard111,misc,ProcGen,,0.0273765381
Procgen/coinrun-easy000,misc,ProcGen,,0.0349904269
Procgen/coinrun-easy111,misc,ProcGen,,0.0252296355
Procgen/coinrun-exploration000,misc,ProcGen,,0.1406351427
Procgen/coinrun-exploration111,misc,ProcGen,,0.1173198035
Procgen/coinrun-hard000,misc,ProcGen,,0.0378810333
Procgen/coinrun-hard111,misc,ProcGen,,0.0361438641
Procgen/dodgeball-easy000,misc,ProcGen,,0.0270069174
Procgen/dodgeball-easy111,misc,ProcGen,,0.0269448531
Procgen/dodgeball-extreme000,misc,ProcGen,,0.0360459556
Procgen/dodgeball-extreme111,misc,ProcGen,,0.029503666
Procgen/dodgeball-hard000,misc,ProcGen,,0.0293370589
Procgen/dodgeball-hard111,misc,ProcGen,,0.0310611392
Procgen/dodgeball-memory000,misc,ProcGen,,0.0684316763
Procgen/dodgeball-memory111,misc,ProcGen,,0.0678762794
Procgen/fruitbot-easy000,misc,ProcGen,,0.0309745744
Procgen/fruitbot-easy111,misc,ProcGen,,0.0281887338
Procgen/fruitbot-hard000,misc,ProcGen,,0.0489527657
Procgen/fruitbot-hard111,misc,ProcGen,,0.0360645069
Procgen/heist-easy000,misc,ProcGen,,0.0259371848
Procgen/heist-easy111,misc,ProcGen,,0.0218269509
Procgen/heist-exploration000,misc,ProcGen,,0.0286183118
Procgen/heist-exploration111,misc,ProcGen,,0.0238960982
Procgen/heist-hard000,misc,ProcGen,,0.0332629602
Procgen/heist-hard111,misc,ProcGen,,0.0245375143
Procgen/heist-memory000,misc,ProcGen,,0.0292648344
Procgen/heist-memory111,misc,ProcGen,,0.0222051581
Procgen/jumper-easy000,misc,ProcGen,,0.0495824122
Procgen/jumper-easy111,misc,ProcGen,,0.039815327
Procgen/jumper-exploration000,misc,ProcGen,,0.067135435
Procgen/jumper-exploration111,misc,ProcGen,,0.0540296396
Procgen/jumper-hard000,misc,ProcGen,,0.0508242604
Procgen/jumper-hard111,misc,ProcGen,,0.0450602353
Procgen/jumper-memory000,misc,ProcGen,,0.0410643341
Procgen/jumper-memory111,misc,ProcGen,,0.0307074459
Procgen/leaper-easy000,misc,ProcGen,,0.0282488905
Procgen/leaper-easy111,misc,ProcGen,,0.0242959815
Procgen/leaper-exploration000,misc,ProcGen,,0.0587845664
Procgen/leaper-exploration111,misc,ProcGen,,0.0435562483
Procgen/leaper-extreme000,misc,ProcGen,,0.0388145228
Procgen/leaper-extreme111,misc,ProcGen,,0.0358998975
Procgen/leaper-hard000,misc,ProcGen,,0.0492492036
Procgen/leaper-hard111,misc,ProcGen,,0.0299789176
Procgen/maze-easy000,misc,ProcGen,,0.0385376594
Procgen/maze-easy111,misc,ProcGen,,0.0257440649
Procgen/maze-exploration000,misc,ProcGen,,0.0457149266
Procgen/maze-exploration111,misc,ProcGen,,0.0307159133
Procgen/maze-hard000,misc,ProcGen,,0.06041358
Procgen/maze-hard111,misc,ProcGen,,0.036500636
Procgen/maze-memory000,misc,ProcGen,,0.0240681077
Procgen/maze-memory111,misc,ProcGen,,0.0217840549
Procgen/miner-easy000,misc,ProcGen,,0.0267977072
Procgen/miner-easy111,misc,ProcGen,,0.0222987727
Procgen/miner-hard000,misc,ProcGen,,0.0549183926
Procgen/miner-hard111,misc,ProcGen,,0.0332095722
Procgen/miner-memory000,misc,ProcGen,,0.0288608333
Procgen/miner-memory111,misc,ProcGen,,0.0247716867
Procgen/ninja-easy000,misc,ProcGen,,0.029170463
Procgen/ninja-easy111,misc,ProcGen,,0.0252297834
Procgen/ninja-exploration000,misc,ProcGen,,0.0377379226
Procgen/ninja-exploration111,misc,ProcGen,,0.0301813502
Procgen/ninja-hard000,misc,ProcGen,,0.0432411471
Procgen/ninja-hard111,misc,ProcGen,,0.0332146704
Procgen/plunder-easy000,misc,ProcGen,,0.0216802923
Procgen/plunder-easy111,misc,ProcGen,,0.0229282773
Procgen/plunder-hard000,misc,ProcGen,,0.0213262758
Procgen/plunder-hard111,misc,ProcGen,,0.0216104749
Procgen/starpilot-easy000,misc,ProcGen,,0.0219276875
Procgen/starpilot-easy111,misc,ProcGen,,0.0225186029
Procgen/starpilot-extreme000,misc,ProcGen,,0.0212546706
Procgen/starpilot-extreme111,misc,ProcGen,,0.0220095912
Procgen/starpilot-hard000,misc,ProcGen,,0.0223567688
Procgen/starpilot-hard111,misc,ProcGen,,0.0217520417
